Name,NA,EU,JP,Other
One Piece: Super Grand Battle! X,0,0,0.12,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,0.03,0,0.01
Self-Defense Training Camp,0.08,0.03,0,0.01
Battles of Prince of Persia,0.1,0.01,0,0.01
Deca Sports Extreme,0.08,0,0.03,0.01
Cruis'n,0.1,0.01,0,0.01
Hatsune Miku: Project Diva X,0.01,0,0.1,0
Battle Arena Toshinden Remix,0,0,0.12,0
Assassin's Creed Chronicles,0.02,0.06,0.01,0.02
Legends of Wrestling II,0.09,0.02,0,0
Tropico 5,0.02,0.08,0,0.01
A.C.E.: Another Century's Episode Portable,0,0,0.12,0
Dragon Quest Builders: Revive Alefgard,0,0,0.12,0
Rodea the Sky Soldier,0.08,0.02,0.01,0.01
Peggle: Dual Shot,0.11,0,0,0.01
Jikkyou Powerful Pro Yakyuu 9,0,0,0.11,0
Sniper Elite,0.08,0.03,0,0.01
Etrian Odyssey V,0,0,0.12,0
Jikkyou Powerful Pro Yakyuu 2014,0,0,0.12,0
Barbie as The Island Princess,0.06,0.04,0,0.02
Crime Killer,0.07,0.04,0,0.01
NPPL: Championship Paintball 2009,0.11,0,0,0.01
Backyard Wrestling 2: There Goes the Neighborhood,0.09,0.03,0,0
Dementium II,0.09,0.02,0,0.01
Don Bradman Cricket 14,0.01,0.09,0,0.02
USA Today Crossword Challenge,0.11,0,0,0.01
MegaTagmension Blanc + Neptune VS Zombies,0.02,0.03,0.05,0.01
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0,0,0.12,0
SD Gundam G Generation-F.I.F,0,0,0.11,0.01
Jaws: Ultimate Predator,0.11,0,0,0.01
Yakuza Kiwami,0,0,0.12,0
Raiden IV,0.1,0,0.01,0.01
Deception IV: Blood Ties,0.02,0.02,0.06,0.01
The Walking Dead: Survival Instinct,0.08,0.03,0,0.01
Rock Band: Metal Track Pack,0.11,0,0,0.01
Charm Girls Club: My Perfect Prom,0.11,0,0,0.01
DreamWorks Super Star Kartz,0.06,0.03,0,0.02
Harukanaru Augusta 2: Masters,0,0,0.12,0
Castlevania: Curse of Darkness,0.09,0.03,0,0
Spider-Man: Edge of Time,0.08,0.03,0,0.01
Mobil 1 Rally Championship,0.07,0.04,0,0.01
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0,0,0.12,0
Turok: Evolution,0.08,0.03,0,0
The Clique: Diss and Make Up,0.11,0,0,0.01
Love Live! School Idol Paradise,0,0,0.12,0
Rugrats: Totally Angelica,0.06,0.04,0,0.01
Nightshade,0.06,0.04,0,0.01
NFL Tour,0.1,0.01,0,0.01
Ridge Racer Unbounded,0.05,0.05,0,0.01
CSI: Crime Scene Investigation,0.09,0.03,0,0
The Lord of the Rings: Aragorn's Quest,0.07,0.02,0,0.02
Yogi Bear: The Video Game,0.06,0.05,0,0.01
Makai Shin Trillion,0.02,0.02,0.06,0.01
Buffy the Vampire Slayer: Chaos Bleeds,0.09,0.03,0,0
Lost Horizon,0,0.1,0,0.02
Hanagumi Taisen Columns,0,0,0.12,0
Tales of Destiny 2,0,0,0.12,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.09,0.02,0,0
Power Pro Kun Pocket 14,0,0,0.12,0
Get Up and Dance,0.06,0.04,0,0.01
Merv Griffin's Crosswords,0.11,0,0,0.01
Rango: The Video Game,0.07,0.03,0,0.01
Planet 51,0.07,0.03,0,0.02
Ultimate Puzzle Games: Sudoku Edition,0.11,0,0,0.01
Tokyo Twilight Ghost Hunters,0.06,0.01,0.02,0.02
Deadpool,0.08,0.03,0,0.01
UN Squadron,0,0,0.12,0
Tecmo Super Bowl,0.06,0.04,0,0.01
TMNT,0.1,0.01,0,0.01
Dora the Explorer: Journey to the Purple Planet,0.09,0.02,0,0
Lunar 2: Eternal Blue,0,0,0.12,0
NHL Powerplay '96,0.06,0.04,0,0.01
Thousand Arms,0.06,0.04,0,0.01
de Blob 2,0.09,0.02,0,0.01
Arctic Thunder,0.09,0.02,0,0
Hyperdimension Neptunia Re;Birth 3,0.07,0.01,0,0.03
Barnyard,0.09,0.02,0,0
Stolen Song,0,0,0.11,0.01
Darkspore,0.07,0.03,0,0.01
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,0.09,0.01,0,0.01
Armored Core: Verdict Day,0,0,0.12,0
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0,0,0.12,0
Harvey Birdman: Attorney at Law,0.06,0.04,0,0.01
Wipeout 2,0.11,0,0,0.01
Dawn of Discovery,0.07,0.03,0,0.01
DEATH NOTE: Kira Game,0,0,0.12,0
Sengoku Cyber: Fujimaru Jigokuhen,0,0,0.11,0.01
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,0,0,0.12,0
ASH: Archaic Sealed Heat,0,0,0.12,0
Happy Feet Two,0.09,0.02,0,0.01
Brunswick Pro Bowling,0.11,0,0,0.01
Fantastic Four: Rise of the Silver Surfer,0.1,0.01,0,0.01
Dorabase 2: Nettou Ultra Stadium,0,0,0.12,0
Center Ring Boxing,0,0,0.12,0
NHL 2K3,0.09,0.02,0,0
Puzzler World 2,0.02,0.07,0,0.02
Die Hard: Vendetta,0.09,0.02,0,0
Sword Art Online: Hollow Fragment,0,0.1,0,0.02
F1 2002,0.05,0.04,0.02,0.01
Hasbro Family Game Night Fun Pack,0.11,0,0,0.01
FIFA Soccer,0.11,0,0,0.01
Dead Island Definitive Collection,0.02,0.07,0.01,0.02
Sphinx and the Cursed Mummy,0.09,0.02,0,0
Army Men: Soldiers of Misfortune,0.11,0,0,0.01
GT Advance 2: Rally Racing,0.08,0.03,0,0
Mystery P.I. - Portrait of a Thief,0.11,0,0,0.01
Yakuza,0,0,0.11,0
DOA 2: Dead or Alive 2 Hardcore,0,0,0.11,0
A Witch's Tale,0.08,0,0.03,0.01
Hollywood Squares,0.11,0,0,0.01
Cabela's Deer Hunt 2005 Season,0.09,0.02,0,0
SplashDown,0.09,0.02,0,0
Nobunaga no Yabou: Tenshoki,0,0,0.11,0
Stronghold,0,0.09,0,0.02
Warhammer: Battle March,0.09,0.02,0,0.01
F1 Racing Championship,0.06,0.04,0,0.01
Dead Man's Hand,0.09,0.02,0,0
Smash Cars,0.06,0.04,0,0.01
NASCAR 07,0.06,0.04,0,0.01
Karaoke Revolution Presents American Idol Encore 2,0.11,0,0,0.01
Nickelodeon Dance,0.08,0.02,0,0.01
Pac 'n Roll,0.09,0,0.02,0.01
Cabela's North American Adventures,0.11,0,0,0.01
Mechanic Master,0.1,0,0,0.01
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,0,0,0.11,0
Melty Blood: Act Cadenza,0,0,0.11,0
Dokapon Kingdom,0.05,0.04,0.02,0.01
ToeJam & Earl III: Mission to Earth,0.09,0.02,0,0
Phantasy Star Collection,0.08,0.03,0,0
Doukoku Shoshite...,0,0,0.11,0
LEGO Knights' Kingdom,0.08,0.03,0,0
Final Fantasy III,0,0,0.11,0
Family Game Night 4: The Game Show,0.08,0.02,0,0.01
Retro Game Challenge,0,0,0.11,0
NBA Jam 2002,0.08,0.03,0,0
Every Extend Extra,0.1,0.01,0,0.01
Shining Force NEO,0.06,0.04,0,0.01
Tony Hawk's Pro Skater 5,0.08,0.02,0,0.01
Brain Quest: Grades 5 & 6,0.11,0,0,0.01
SingStar Latino,0.11,0,0,0.01
Girl Time,0.11,0,0,0.01
Army Men: Sarge's War,0.09,0.02,0,0
Ultimate Mortal Kombat,0.09,0.01,0,0.01
Pocket Soccer League: Calciobit,0,0,0.11,0
Primal Rage,0.06,0.04,0,0.01
FIFA Street 2,0.09,0.02,0,0
DiRT Rally,0.03,0.08,0,0.01
Heart Catch PreCure! Oshare Collection,0,0,0.11,0
UEFA Euro 2016,0,0.08,0.02,0.01
Taito Legends,0.06,0.04,0,0.01
Tom Clancy's Rainbow Six: Rogue Spear,0.08,0.03,0,0
BoomBots,0.06,0.04,0,0.01
Monster Madness: Battle for Suburbia,0.1,0,0,0.01
Star Trek: Conquest,0.06,0.04,0,0.01
FIFA Soccer 06,0.1,0.01,0,0.01
Life is Strange,0.08,0.02,0,0.01
NFL Head Coach 09,0.11,0,0,0.01
World Championship Rugby,0.06,0.04,0,0.01
Phantom Dust,0.08,0.02,0,0
Shinseiki Evangelion: Koutetsu no Girlfriend,0,0,0.11,0.01
Shin Sangoku Musou: Multi Raid 2,0,0,0.11,0
Taiko Drum Master: Tokumori!,0,0,0.11,0
Growlanser Generations,0.06,0.04,0,0.01
Mega Man Battle Chip Challenge,0.08,0.03,0,0
Desktop Tower Defense,0.11,0,0,0.01
Puyo Puyo Tetris,0,0,0.11,0
Pro Evolution Soccer 2014,0,0.09,0,0.02
"Sakura Wars: So Long, My Love",0.06,0.04,0,0.01
The Settlers,0.1,0,0,0.01
Grease,0.1,0,0,0.01
My SAT Coach with The Princeton Review,0.1,0,0,0.01
Family Fun Football,0.1,0,0,0.01
Ring of Red,0.06,0.04,0,0.01
Cold Winter,0.06,0.04,0,0.01
International Track & Field 2000,0.06,0.04,0,0.01
The Hardy Boys: Treasure on the Tracks,0.11,0,0,0.01
PDC World Championship Darts: Pro Tour,0,0.09,0,0.03
Stubbs the Zombie in Rebel Without a Pulse,0.08,0.02,0,0
Batman: Dark Tomorrow,0.08,0.02,0,0
Ping Pals,0.1,0,0,0.01
Fatal Frame: Maiden of Black Water,0,0.03,0.08,0
MySims SkyHeroes,0.08,0.02,0,0.01
Blood Drive,0.09,0.01,0,0.01
18 Wheeler: American Pro Trucker,0.09,0.02,0,0
Jake Hunter Detective Story: Memories of the Past,0.06,0,0.05,0
Start the Party! Save the World,0,0.09,0,0.03
The King of Fighters XII,0.09,0,0.01,0.01
Digimon World DS,0.1,0,0,0.01
Naruto Ultimate Collection,0.06,0.04,0,0.01
The King of Fighters '99,0,0,0.11,0.01
Mass Destruction,0.06,0.04,0,0.01
Bodycount,0.07,0.03,0,0.01
Batman: Rise of Sin Tzu,0.08,0.02,0,0
Shinseiki Evangelion: Koutetsu no Girlfriend,0,0,0.11,0
Skylanders: SuperChargers,0.05,0.06,0,0.01
Super Swing Golf Season 2,0.08,0,0.03,0.01
Queen's Blade: Spiral Chaos,0,0,0.11,0
Jikkyou Powerful Pro Yakyuu '95,0,0,0.11,0.01
Spy vs Spy,0.08,0.02,0,0
Coraline,0.06,0.04,0,0.01
The Price is Right: Decades,0.11,0,0,0.01
Sega Touring Car Championship,0,0,0.11,0
GoldenEye: Rogue Agent,0.1,0,0,0.01
JASF: Jane's Advanced Strike Fighters,0.07,0.03,0,0.02
Cake Mania,0.09,0.01,0,0.01
Cold Fear,0.06,0.04,0,0.01
Akiba's Trip: Undead & Undressed,0.08,0,0.01,0.02
Zangeki no Reginleiv,0,0,0.11,0
Stronghold Kingdoms,0,0.1,0,0.02
Fabulous Finds,0.1,0,0,0.01
Vacation Sports,0.1,0.01,0,0.01
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,0,0,0.11,0
PDC World Championship Darts: Pro Tour,0,0.1,0,0.01
Pimp My Ride,0.1,0,0,0.01
Surf's Up,0.02,0.06,0,0.03
Invizimals: The Lost Tribes,0,0.08,0,0.04
Let's Play Garden,0.11,0,0,0.01
NHL Hitz 20-03,0.08,0.02,0,0
Murakumo: Renegade Mech Pursuit,0.04,0.01,0.06,0
Heavy Fire: Afghanistan,0.11,0,0,0.01
Samurai Warriors 4-II,0.03,0.02,0.06,0.01
Open Season,0.1,0,0,0.01
WireWay,0.1,0,0,0.01
Gun Metal,0.08,0.02,0,0
Just In Time Translations,0.1,0,0,0.01
John Daly's ProStroke Golf,0.09,0.02,0,0.01
Pro Yaky? Spirits 5,0,0,0.11,0
Samurai Warriors 4-II,0,0,0.11,0
BloodRayne,0.09,0.02,0,0
The Hardy Boys: The Hidden Theft,0.07,0.03,0,0.01
Metal Slug 4 & 5,0.05,0.04,0,0.01
Pac-Man and the Ghostly Adventures 2,0.05,0.05,0,0.01
ECW Anarchy Rulz,0.06,0.04,0,0.01
InuYasha: A Feudal Fairy Tale,0,0,0.1,0.01
Gem Quest: 4 Elements,0.05,0.05,0,0.01
Funky Barn,0.07,0.03,0,0.01
J-League Winning Eleven 9: Asia Championship,0,0,0.11,0
Sabrina The Teenage Witch: Potion Commotion,0.08,0.03,0,0
Pac-Man Pinball Advance,0.08,0.03,0,0
Pocket Pets,0.1,0,0,0.01
Yu Yu Hakusho: Tournament Tactics,0.08,0.03,0,0
Home Run King,0.09,0.02,0,0
Power Rangers: Super Legends,0.08,0.03,0,0.01
To Heart 2: Dungeon Travelers,0,0,0.11,0
Where the Wild Things Are,0.1,0,0,0.01
Lost in Blue,0.07,0.02,0.02,0.01
Criminal Girls: Invite Only,0.04,0.02,0.04,0.02
WWE All Stars,0.05,0.04,0,0.01
MLB Power Pros,0,0,0.11,0
Truth or Lies,0.07,0.03,0,0.01
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,0,0,0.11,0
Kousoku Card Battle: Card Hero,0,0,0.11,0
AirForce Delta Strike,0.05,0.04,0,0.01
Dora's Big Birthday Adventure,0.1,0.01,0,0.01
Tokimeki Memorial: Girl's Side 2nd Season,0,0,0.11,0
Disney's Peter Pan: Return to Never Land,0.08,0.03,0,0
The Fairly Odd Parents: Breakin Da Rules,0.08,0.02,0,0
Monkey Island: Special Edition Collection,0,0.08,0,0.03
Capcom vs. SNK 2 EO,0.09,0.02,0,0
Hot Wheels Velocity X,0.09,0.02,0,0
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,0,0,0.11,0
Spyborgs,0.1,0.01,0,0.01
American Girl: Julie Finds a Way,0.1,0,0,0.01
Contra Advance: The Alien Wars EX,0.08,0.03,0,0
Jikkyou Powerful Pro Baseball 2016,0,0,0.11,0
The History Channel: Battle for the Pacific,0.1,0,0,0.01
18 Wheels of Steel: Extreme Trucker 2,0.08,0.02,0,0.01
Happy Feet Two,0.08,0.02,0,0.01
Army Men: RTS,0.05,0.04,0,0.01
Mobile Suit Gundam: MS Sensen 0079,0,0,0.11,0
Pinball Hall of Fame: The Williams Collection,0.09,0.01,0,0.01
Space Chimps,0.1,0,0,0.01
The Spiderwick Chronicles,0.09,0.01,0,0.01
Project CARS,0,0.1,0,0.01
Green Lantern: Rise of the Manhunters,0.08,0.02,0,0.01
Eragon,0.1,0,0,0.01
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,0,0.11,0
Guitar Rock Tour,0.1,0,0,0.01
Mortal Kombat: Deception,0.09,0.02,0,0
ESPN NHL Hockey,0.08,0.02,0,0
Monster Lab,0.05,0.04,0,0.01
XXX,0.08,0.03,0,0
Machinarium,0,0.09,0,0.02
The Smurfs 2,0.02,0.07,0,0.02
Maximum Force,0.06,0.04,0,0.01
NCIS 3D,0.06,0.04,0,0.01
Worms Forts: Under Siege,0.05,0.04,0,0.01
Alvin and the Chipmunks: Chipwrecked,0.07,0.03,0,0.01
Totally Spies! Totally Party,0.09,0.01,0,0.01
Smash Court Tennis 3,0.08,0.02,0,0.01
ATV Quad Kings,0.1,0,0,0.01
Naruto Shippuden: Naruto vs. Sasuke,0.08,0,0.03,0.01
DualPenSports,0.05,0.05,0,0.01
Project: Snowblind,0.08,0.02,0,0
Astro Boy: The Video Game,0.05,0.04,0,0.01
HOP,0.09,0.01,0,0.01
Brave Story: New Traveler (US sales),0.11,0,0,0
Disney's Extreme Skate Adventure,0.08,0.02,0,0
Tales of Phantasia (PS1 & PSP Versions),0,0,0.11,0
Kouchuu Ouja Mushi King: Super Collection,0,0,0.11,0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.09,0.02,0,0
Pac-Man World 2,0.08,0.03,0,0
Yoostar2,0.04,0.05,0,0.02
Avatar: The Last Airbender,0.1,0,0,0.01
Odama,0.07,0.02,0.02,0
Karaoke Revolution Presents American Idol Encore,0.1,0,0,0.01
FlatOut: Ultimate Carnage,0.07,0.03,0,0.01
Mobile Light Force 2,0.05,0.04,0,0.01
Naval Ops: Warship Gunner,0.05,0.04,0,0.01
Soma Bringer,0,0,0.11,0
"Sesame Street: Ready, Set, Grover!",0.1,0,0,0.01
Shin Sangoku Musou 6 Special,0,0,0.11,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,0.03,0,0.01
Go! Sudoku (JP sales),0,0,0.11,0
EA Replay,0.09,0,0,0.01
Paws & Claws Pet Vet: Australian Adventures,0.1,0,0,0.01
Bionicle Heroes,0.08,0.02,0,0
Trauma Center: Under the Knife 2,0.1,0,0,0.01
Puss in Boots,0.09,0.01,0,0.01
Split/Second,0.07,0.02,0,0.02
The Croods: Prehistoric Party!,0.03,0.07,0,0.01
The King of Fighters 2000/2001,0.05,0.04,0,0.01
Lunacy,0,0,0.11,0
Batman & Robin,0.06,0.04,0,0.01
Snowboard Kids 2,0.09,0.02,0,0
Tonic Trouble,0.09,0.02,0,0
Nuclear Strike 64,0.09,0.02,0,0
Chameleon Twist,0.09,0.02,0,0
Top Gear Rally 2,0.09,0.02,0,0
Chopper Attack,0.09,0.02,0,0
Vigilante 8: 2nd Offense,0.09,0.02,0,0
Fighting Force 64,0.09,0.02,0,0
Thief (2014),0,0.09,0,0.02
Rock Band: Metal Track Pack,0.1,0,0,0.01
Pac-Man and the Ghostly Adventures 2,0.05,0.04,0,0.02
BlazBlue: Calamity Trigger Portable,0.07,0.01,0.03,0.01
Night at the Museum: Battle of the Smithsonian,0.07,0.03,0,0.01
Street Fighter Collection,0,0,0.11,0
Ninja Assault,0.05,0.04,0,0.01
Tales of Berseria,0,0,0.11,0
Samurai Warriors 4,0,0,0.11,0
GunGriffon Blaze,0.05,0.04,0,0.01
Higurashi no Naku Koro ni Matsuri,0,0,0.11,0
Frontier Gate,0,0,0.11,0
Transformers: Devastation,0.03,0.07,0,0.02
Top Angler: Real Bass Fishing,0.05,0.04,0,0.01
Gabrielle's Ghostly Groove 3D,0.08,0.02,0,0.01
Michael Phelps: Push the Limit,0.09,0.01,0,0.01
Breakout,0.06,0.04,0,0.01
Frogger: Helmet Chaos,0.1,0,0,0.01
AKB48+Me,0,0,0.11,0
Touch Detective 2 1/2,0.09,0,0.01,0.01
Alias,0.05,0.04,0,0.01
Planet 51,0.07,0.03,0,0.01
Call of Juarez: The Cartel,0.05,0.05,0,0.01
Sakura Taisen Hanagumi Tsuushin,0,0,0.11,0
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,0,0,0.11,0
Tornado Outbreak,0.1,0,0,0.01
Pimp My Ride,0.1,0.01,0,0.01
Michael Jackson: The Experience,0.05,0.04,0,0.02
Astro Boy: The Video Game,0.1,0,0,0.01
Outlaw Golf: Nine Holes of Christmas,0.08,0.02,0,0
NHL Rivals 2004,0.08,0.02,0,0
X-Men: Next Dimension,0.08,0.02,0,0
Tyco RC: Assault with a Battery,0.06,0.04,0,0.01
Felony 11-79,0.06,0.04,0,0.01
Terraria,0,0.01,0.09,0
Classic Road,0,0,0.11,0
Bust-A-Move DS,0.08,0.02,0,0.01
Nicktoons: Unite!,0.1,0,0,0.01
SimAnimals Africa,0.08,0.02,0,0.01
Death Jr.: Root of Evil,0.1,0,0,0.01
One Piece: Burning Blood,0,0.03,0.07,0.01
Panzer Dragoon Saga,0,0,0.11,0
Sonic Generations,0.02,0.07,0,0.02
Mushroom Men: Rise of the Fungi,0.1,0,0,0.01
Shining Ark,0,0,0.11,0
The Scorpion King: Rise of the Akkadian,0.08,0.02,0,0
Backyard Baseball '10,0.1,0,0,0.01
Transformers: Beast Wars Transmetals,0.06,0.04,0,0.01
GiFTPiA,0,0,0.11,0
Animal Planet: Vet Life,0.1,0,0,0.01
My Little Sister Can't Be This Cute Portable,0,0,0.11,0
Silly Bandz: Play The Craze,0.1,0,0,0.01
Charlie and the Chocolate Factory,0.08,0.02,0,0
Constantine,0.05,0.04,0,0.01
Where the Wild Things Are,0.09,0.01,0,0.01
Dynasty Tactics 2,0.05,0.04,0,0.01
Real World Golf,0.05,0.04,0,0.01
Winter Heat,0,0,0.11,0
Ty the Tasmanian Tiger 2: Bush Rescue,0.08,0.02,0,0
Digimon Story: Cyber Sleuth,0,0.09,0,0.02
JU-ON: The Grudge,0.08,0.01,0.01,0.01
Defender,0.08,0.02,0,0
Deca Sports DS,0.08,0.02,0,0.01
The Polar Express,0.08,0.02,0,0
BMX XXX,0.08,0.02,0,0
ATV: Quad Frenzy,0.1,0,0,0.01
Akiba's Trip: Undead & Undressed,0.05,0.01,0.04,0.01
Backyard NFL Football '10,0.1,0,0,0.01
The Godfather: Mob Wars,0.09,0.01,0,0.01
Lady Sia,0.08,0.03,0,0
Rock Band: Metal Track Pack,0.05,0.04,0,0.01
Rocky Balboa,0.01,0.09,0,0.01
The Lord of the Rings: Conquest,0.09,0.01,0,0.01
PriPara Mezase! Idol Grand Prix No.1!,0,0,0.11,0
National Geographic Challenge!,0.08,0.02,0,0.01
Robotech: Invasion,0.05,0.04,0,0.01
Hole in the Wall: Deluxe Edition,0.1,0,0,0.01
Dr. Seuss' The Cat in the Hat,0.08,0.02,0,0
Rogue Warrior,0.09,0.01,0,0.01
Irozuki Tingle no Koi no Balloon Trip,0,0,0.11,0
Master of the Monster Lair,0.1,0,0,0.01
Hellboy: The Science of Evil,0.1,0,0,0.01
Murdered: Soul Suspect,0.06,0.04,0,0.01
X-Men: Destiny,0.08,0.02,0,0.01
Starsky & Hutch,0.08,0.02,0,0
Final Fantasy I & II,0,0,0.11,0
Rugby 15,0.03,0.06,0,0.02
Langrisser IV,0,0,0.11,0
FoxKids.com Micro Maniacs Racing,0.06,0.04,0,0.01
Cats & Dogs: The Revenge of Kitty Galore,0.1,0,0,0.01
Hexen: Beyond Heretic,0.06,0.04,0,0.01
Arcade Party Pak,0.06,0.04,0,0.01
Kotoba no Puzzle: Mojipittan Daijiten,0,0,0.11,0
Yamaha Supercross,0.1,0,0,0.01
Picross 3D 2,0,0,0.11,0
Hitman Trilogy,0.05,0.04,0,0.01
Dragon Quest & Final Fantasy in Itadaki Street Portable,0,0,0.11,0
Tetris Evolution,0.08,0.02,0,0.01
Patapon 2,0,0.03,0.06,0.01
Cabela's Adventure Camp,0.06,0.03,0,0.02
Attack of the Movies 3D,0.1,0,0,0.01
Railroad Tycoon II,0.06,0.04,0,0.01
Angry Birds Star Wars,0.06,0.04,0,0.01
Hysteria Hospital: Emergency Ward,0.1,0,0,0.01
The Cheetah Girls: Pop Star Sensations,0.1,0,0,0.01
Transformer: Rise of the Dark Spark,0.06,0.03,0,0.01
Kirarin * Revolution: Kira Kira Idol Audition,0,0,0.11,0
Ranma 1/2: Akanekodan Teki Hihou,0,0,0.11,0
The BIGS,0.1,0,0,0.01
Blades of Time,0.07,0.03,0,0.01
My Boyfriend,0.1,0,0,0.01
Scribblenauts Unmasked: A DC Comics Adventure,0.1,0,0,0.01
Victory Zone,0,0,0.1,0.01
Rengoku: The Tower of Purgatory,0.1,0,0,0.01
Goal Storm '97,0.01,0,0.09,0.01
Paws & Claws: Pet Resort,0.1,0,0,0.01
Dynasty Warriors Advance,0.08,0.03,0,0
Pachi-Slot Aruze Oukoku 3,0,0,0.1,0.01
Science Papa,0.09,0.01,0,0.01
Tournament Pool,0.1,0,0,0.01
Cabela's North American Adventures,0.1,0,0,0.01
Aqua Aqua,0.05,0.04,0,0.01
Viewtiful Joe: Double Trouble!,0.08,0,0.01,0.01
Tom Clancy's Splinter Cell: Conviction,0,0.08,0,0.02
Mega Man Zero 4,0.08,0.03,0,0
Black Bass with Blue Marlin,0.06,0.04,0,0.01
Mega Man Battle Network 5: Double Team DS (JP sales),0,0,0.11,0
Utawarerumono: Chiriyukusha e no Komoriuta,0,0,0.11,0
Hyper Formation Soccer,0,0,0.1,0.01
Tiger Woods PGA Tour 06,0.08,0.02,0,0
Jupiter Strike,0.06,0.04,0,0.01
Sudokuro,0.1,0,0,0.01
BlazBlue: Continuum Shift II,0.05,0.01,0.04,0.01
Saigo no Yakusoku no Monogatari,0,0,0.11,0
The Book of Unwritten Tales,0,0.08,0,0.02
Metal Gear Solid Integral,0,0,0.1,0.01
Naruto Shippuden 3D: The New Era,0,0.04,0.06,0.01
FIFA World Cup Germany 2006,0.1,0,0,0.01
Disney's Chicken Little: Ace In Action,0.1,0,0,0.01
Lego Star Wars: The Force Awakens,0.04,0.06,0,0.01
Reign of Fire,0.08,0.02,0,0
Rock Band Track Pack: Classic Rock,0.1,0,0,0.01
Rock Revolution,0.1,0,0,0.01
Big League Sports: Summer,0.1,0,0,0.01
Tom Clancy's HAWX 2,0.07,0.03,0,0.01
Sakura Wars,0,0,0.11,0
Jampack Volume 14 (RP-T),0.05,0.04,0,0.01
Pro Yakyuu Team o Tsukurou! 2,0,0,0.11,0
Mace Griffin: Bounty Hunter,0.08,0.02,0,0
Martian Gothic: Unification,0.06,0.04,0,0.01
Woody Woodpecker Racing,0.06,0.04,0,0.01
Final Fantasy XII International Zodiac Job System,0,0,0.11,0
Barbie in The 12 Dancing Princesses,0.09,0.01,0,0.01
Fight Club,0.08,0.02,0,0
Carnage Heart,0.01,0.01,0.09,0.01
"Grand Theft Auto: Mission Pack #1, London 1969",0.06,0.04,0,0.01
Kamen Rider: Climax Heroes,0,0,0.11,0
Robotics;Notes,0,0,0.11,0
Disney Channel Collection Vol. 1,0.08,0.03,0,0
Total Immersion Racing,0.05,0.04,0,0.01
Virtual Hydlide,0,0,0.11,0
World Series of Poker: Tournament of Champions 2007 Edition,0.1,0,0,0.01
Tales of the World: Reve Unitia,0,0,0.11,0
Karaoke Revolution,0.07,0.03,0,0.01
Warriors Orochi 3,0,0,0.11,0
The Bachelor: The Videogame,0.1,0,0,0.01
Space Invaders,0.08,0.03,0,0
BlazBlue: Chrono Phantasma,0.06,0,0.03,0.02
Digimon Digital Card Battle,0.06,0.04,0,0.01
Toukiden 2,0,0,0.11,0
Earth Defense Force 2: Invaders from Planet Space,0.04,0.01,0.04,0.02
Kuroko's Basketball: Miracle Game,0,0,0.11,0
Dreamer Series: Top Model,0.1,0,0,0.01
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,0,0,0.11,0
Shovel Knight,0.06,0.04,0,0.01
Yuusha no Kuse ni Namaikida Or 3D,0,0,0.11,0
The First Templar,0.06,0.04,0,0.01
X-Men: The Official Game,0.1,0,0,0.01
Dead to Rights II,0.08,0.02,0,0
Petz Fashion: Dogz & Catz,0.1,0,0,0.01
Project: Horned Owl,0.03,0.02,0.05,0.01
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,0,0,0.11,0
Child of Light,0,0.07,0.02,0.02
SingStar Guitar,0,0.08,0,0.02
Dragon Ball Z Super Gokuden: Kakusei-Hen,0,0,0.11,0
Help Wanted: 50 Wacky Jobs,0.06,0.04,0,0.01
Busou Shinki: Battle Masters Mk. 2,0,0,0.11,0
Cabela's Dangerous Hunts 2,0.08,0.02,0,0
Fairy Tail: Portable Guild,0,0,0.11,0
Champion Jockey: G1 Jockey & Gallop Racer,0.05,0.04,0.01,0.01
SimCity 2000,0.08,0.03,0,0
Brunswick Circuit Pro Bowling 2,0.06,0.04,0,0.01
D,0,0,0.1,0.01
Winning Eleven: Pro Evolution Soccer 2007,0.09,0,0,0.01
Ennichi no Tatsujin,0,0,0.1,0
Squinkies 2: Adventure Mall Surprize!,0.1,0,0,0.01
Wizardry VI: Bane of the Cosmic Forge,0,0,0.1,0
Power Pocket Koushien,0,0,0.1,0
Gravity Games Bike: Street Vert Dirt,0.05,0.04,0,0.01
Contact,0.07,0,0.03,0.01
Pro Yaky? Spirits 2010,0,0,0.1,0
Princess Debut,0.1,0,0,0.01
